date,UCHAMA,LCHAMA,URG1,URG2,COCDV,ANGDV,ISLDV,SNADV,EBID,EPID
1980-04-06,4.628618654056015,3.8246576730211506,4.177346004402216,3.3907763014737573,6.618735498281669,7.437324100215373,9.190864625847597,9.570738808157234,10.088239652345168,10.227596541420974
1980-04-07,3.592625077004061,3.57212685973718,3.270080476480736,3.756919798222755,4.518341702691195,4.345768842567506,4.3482404377037795,4.302364270685446,5.6442188974419825,7.0820005685942675
1980-04-08,3.7219367276650774,3.6374084538911537,3.4439806645589126,3.904580999184973,4.691499968374724,4.901384525582682,5.993672526460427,6.1569078098014325,6.592857100086982,7.607814664735518
1980-04-09,2.827276749369238,2.7689385850293946,2.447187808458591,2.639097393902729,3.4553091393069044,2.9603786963797813,2.922708851638986,2.3272632699037556,3.998023636882344,4.9293206575681126
1980-04-10,4.905964290150289,5.0823555235815014,4.9992850744052735,5.283045482609948,5.480469613675168,5.451957826441008,5.484983603459071,6.1216394974399835,5.702454841465599,5.765440560114681
1980-04-11,2.8430638951941667,2.4710482654855297,0.0,2.530394607501865,2.9687642819402833,4.254481200759436,6.324767133736745,6.179533637940837,5.109556321108096,9.03933266681475
1980-04-12,1.9934609639336938,1.3988930141535036,0.010353117865119346,1.6870299987936705,2.0014817095028774,1.8323439556413563,2.3322517463462966,3.545765585274193,3.0758044192545855,2.058651474975939
1980-04-13,2.1576428410751545,2.0350643591116446,2.6957409931699754,1.6823377030949538,1.1976142237721203,1.0872210878501805,1.1782041183384184,0.5461998975783402,1.2273274120197901,2.354840710938273
1980-04-14,3.966183682132716,3.990157307695791,3.3499870007747727,3.9211966333524404,4.530422386400372,3.7943076324825507,3.2397606317059338,3.1003547582978586,2.4440359072253908,2.655574859197823
1980-04-15,4.254943059167692,3.78088792979465,3.392305209390949,3.6217605495408165,4.9888455616442515,4.344694983520521,3.825313780260481,3.0739970638324645,5.414666834797437,6.4759991798902306
1980-04-16,4.4904601499042665,4.357413616893066,3.946886878163068,4.25579639225493,5.3732216996002355,4.838495786725225,5.64573351502817,5.533424884520738,7.044747583796493,7.250175569502834
1980-04-17,5.187489450709796,4.9424873518926065,4.431620723541798,4.939757747713939,6.31655988741671,6.507421416415914,8.502674291076993,9.401735189344109,7.916593593561021,8.155832617810027
1980-04-18,3.4365407976845637,3.1974351669954895,3.0703088577180653,3.1675768218889626,2.7087198835065487,2.100456289435753,2.1991177169626144,3.0418259787186237,5.658881275648934,6.814133740803994
1980-04-19,5.145523808898978,4.448360365025579,4.2903298902250935,4.426155391782895,5.60939996638068,6.2236534588852415,7.879832576303884,7.896168999540126,7.103035167848021,7.213339811603999
1980-04-20,3.707029775982888,3.889489959920721,3.97640759453717,4.3234388651725615,3.013195722375767,4.711731705737478,7.484703719147739,7.6632831317162635,6.957036324444006,7.291838273259861
1980-04-21,3.6196915909245773,3.0228750534369038,3.5579931238567806,3.4209404027542636,5.080483450112569,6.128415118496908,7.366594290335135,7.074562751344816,7.5118519232137455,7.96492557085123
1980-04-22,5.77496735599465,5.560616369002586,5.170251274903759,5.852959796680942,8.3932875504222,8.262258457802252,8.91727050735928,7.815513501533575,5.622875954707373,5.353378282868547
1980-04-23,1.2260267454366809,0.1518188420008106,0.0,0.945232269830796,3.278060622460883,3.3923785747171853,4.245021720171986,4.218439270152378,6.362647726312083,7.113921243849223
1980-04-24,0.0,0.0,0.0,0.0,0.03675646501575862,0.0,0.05720894910888606,0.11466831230584097,7.659141846737442,9.609265465531882
1980-04-25,0.0,0.0,0.0,0.0,0.056518437045677106,0.03869995171309315,0.06000726382350314,0.0686359122740312,2.6956630645776745,3.802194211092174
1980-04-26,0.7032588898323537,0.018017874059882855,0.0,0.0,1.2803410281846723,0.11377857335535657,0.09827411566265111,0.14867442264155808,5.2306990787983345,6.8721146136665405
1980-04-27,1.6931927875259,0.017761234200792654,0.0,0.03847674072560107,1.7273576179807781,1.9267754826425485,2.3091981557978833,2.588677708376733,6.143269724096793,6.091951944044368
1980-04-28,3.9012329087904236,2.521032654133229,3.947038489629318,3.5699805915753275,3.009031513272845,4.120188655610732,6.209511163959616,7.481348376266217,6.919148212789585,7.476480962670012
1980-04-29,4.632073558878552,4.288487609872168,3.159634338277401,3.7433463429131946,7.6098941919587135,8.581755558939822,9.62474149789745,8.640102342051579,7.781809512559036,7.8321855605069075
1980-04-30,2.1322923392371176,1.674337057255353,0.3517191263979151,2.2486309270304212,3.8134623981800155,5.367711655537498,6.532798314478206,6.6924076151870855,7.279617427775515,8.330818589595129
1980-05-01,1.956816904258387,1.299841843538642,0.0,0.04436891945847549,0.08266862208963664,0.07235791872768255,0.0566420850437301,0.054089830511984474,3.2237909907925504,5.502854873901553
1980-05-02,2.4740064718240693,1.7069206137455002,0.0,0.013985097699062993,0.575709109358602,0.10461806314151909,0.8074773164589264,0.07923769880770976,0.0,1.099999700879062
1980-05-03,2.1597267414363848,1.3418623234160758,0.03272452731182871,1.9357415444334392,1.4580609198983245,2.2235201756894,2.9258165943715606,2.7730648270211926,0.0,5.822934067027882
1980-05-04,4.132423115828358,3.0110253097357114,0.0,2.215591661646608,3.548474919108461,4.117186443418594,4.4381165422927715,4.5800291461552005,5.396486151158918,6.045281029654471
1980-05-05,0.3146821363880409,0.0,0.16670764053390433,0.5939589716277993,4.654298080871388,5.332552921365365,5.049218192588383,4.560891521590713,6.1731010239639446,5.414724761245362
1980-05-06,0.5290061327586729,0.2720219434413085,0.0,1.908619764294794,4.092868269747357,5.060767114549831,6.718072221654302,7.801126870010985,6.535560507951043,6.529161033014396
1980-05-07,0.029573288184060176,0.4291508224656233,0.0,0.9807441609516052,4.9661997341572865,5.512311049781166,6.411940003737478,6.976132088153165,8.104138242139191,8.171279061106201
1980-05-08,1.7764745284715175,2.70674422850212,1.8663939934863487,2.7697860499891536,4.836567400505862,5.127325201162946,6.175105708141953,6.128326929506276,7.828508122999415,8.676003078083284
1980-05-09,4.521690648428344,3.354109801950604,4.518166708249506,2.84578747506618,3.352965717916366,4.323854043134233,5.687327594352464,6.091618986884548,8.115193438810135,8.692707452479153
1980-05-10,3.9735326455667,3.41288646334179,4.0949574079619815,3.289787913006277,4.887522963949341,5.496980058806195,6.534865348049839,7.701144320855094,9.801793608531955,10.478390505582453
1980-05-11,3.3742020327446856,2.979150596027945,3.810822707302667,2.9988235808939883,5.434100338558377,5.952925065711657,6.803265418797888,6.50934478009952,9.53429876540378,10.461104767386042
1980-05-12,3.1731446261042384,3.1912965790049457,4.312144037237594,3.2714516265993656,4.061294945008968,4.500033820901869,5.376372911372142,5.4477569038865505,6.850044698213198,6.667491129541557
1980-05-13,0.10168994158441291,0.7388911094110746,1.8337448557119616,1.8745045096056043,0.1134428038273581,0.10547394966545676,0.13871892217775184,0.15557514243780604,6.311234603198026,8.846717879429438
1980-05-14,0.0,0.0,0.0,0.0,0.0,0.05163767048100344,3.4090683960528447,6.842955277703237,6.213717116446929,5.284160130359326
1980-05-15,0.0,0.0,0.0,0.0,0.05512188479831193,2.2497955994662338,5.921794901226614,5.183853156088216,6.7879845761205,8.23453854614365
1980-05-16,0.4596317818879237,0.1859318725219699,0.0,0.1460995508956082,0.09257767231408161,0.7908956594947248,0.9625810421765005,0.971323269250686,7.103238508617116,9.207054182696448
1980-05-17,5.342483617559039,4.869895765143151,3.5842486219016196,4.379326805884645,5.237372531184681,5.1055972372487926,5.64321200138484,5.638180994167181,6.63257121319711,6.7217497748988535
1980-05-18,4.384880873671026,3.4820920430236515,2.925875606575447,2.961884894527941,7.756221167728508,8.418090061727417,9.236678076706374,9.408345362256778,8.876938602049876,9.710449461011974
1980-05-19,3.0931426901141106,2.89418372735027,3.5678283626454643,2.459355987969247,1.1292613916184588,1.5086844670023896,3.3573131369640294,4.447672136396992,5.654337125068993,5.039422995479972
1980-05-20,4.582689456173606,4.092592388959984,4.814766239144509,3.9511234546378446,8.463423606036693,8.739726225366468,7.659710463542585,6.9695546176995755,7.6324552302882065,8.495503814598973
1980-05-21,4.824242578407457,4.187696518149933,4.285434648482438,3.824461731769921,6.454465812701149,6.289131534387692,6.807804443160266,5.384503503430526,7.019275355905598,7.895473524635355
1980-05-22,5.20928544949032,5.653035860251135,4.855447650474351,5.157854655662583,6.980995170827629,7.403321680691514,8.374961543231345,9.051560749794268,9.695915126475814,8.374249549497438
1980-05-23,8.502754741729174,7.301755645765507,6.699414090556522,7.3339854846224695,8.34111515285885,8.741336636138383,10.438336008650047,10.096882265042987,9.587009255385414,9.814570249565922
1980-05-24,3.0622517066176784,3.339385722860832,4.850314530358377,3.468289639819088,5.559071030743967,5.837970845861139,6.12331191276923,6.601148266112344,9.479641590240831,11.158264773733192
1980-05-25,6.8650585493569265,5.583678720122311,5.954603288691917,4.953176573983029,7.250235162907033,7.789034374145976,9.42400639567152,9.301900720408236,10.26842326576528,10.609373197452612
1980-05-26,2.8913340254530815,2.958131198707688,3.970042111415591,2.7771628615962998,0.16918803081949405,0.8631326738542434,2.545052624151269,3.1711035893457202,7.080730166220235,7.5757850533203275
1980-05-27,5.893727209860951,4.965960443447156,5.9978065922763575,4.596323790931552,10.73646489935488,11.000245183078384,11.069907809253724,11.03765441477587,9.14413884177441,8.943536655502141
1980-05-28,4.089287692742805,2.9476120249413507,3.538717291234115,2.574663671008606,5.107810563491356,5.901623485939929,7.5317959916910375,7.5705933776456025,9.192514754597001,9.451077803947591
1980-05-29,6.100576903815037,6.078869034928769,6.749503694478183,6.395311925955215,8.366209038260068,8.128560558324786,8.502439918768063,8.639169192340093,7.7754916789471675,8.452174238747727
1980-05-30,3.450488079106741,3.4580292868454037,4.742928336164115,3.2825940308498156,4.24991012038774,4.986955407518989,5.564084991778064,5.673889405933299,8.953794015820204,9.756789470975672
1980-05-31,5.607178040174288,4.577506233599497,5.470380707386369,4.162551347343441,8.243185165643656,8.148436987076913,8.930805197129855,9.237574384939757,9.391871981496802,9.511038160047264
1980-06-01,5.239178683057724,5.325948584241463,6.274136967130641,5.957179951022897,7.626168310261803,8.18831128928713,8.681852539346764,8.716597273750558,9.981829551148753,10.950140584545258
1980-06-02,5.226185303749822,4.6943438541406675,5.666776681811972,4.197243305351373,7.114968543494258,7.190900752700157,8.052588392971588,7.5351486053500825,6.056774821922015,7.3643393607219885
1980-06-03,4.293902270986891,3.876715626271197,5.038475103510847,3.927454362565709,5.501623815611374,6.146472288139523,6.70161364870423,7.263659908698811,10.084419766196913,10.024015454307872
1980-06-04,7.451171837514178,7.354654498364876,7.206740216624292,7.712674355393484,9.686017997633877,9.596132769993446,10.368864045608817,10.149438022349283,10.32176052762931,9.928368987702402
1980-06-05,6.5232540123918525,7.008732484070181,6.864137525823994,7.257936081006928,7.765669904239048,8.099580246258512,7.673233213506427,7.817977119192738,8.274357309461928,8.838345726905775
1980-06-06,7.468982709885407,7.33509211720251,7.206443394268874,7.466566717500686,8.956212167458869,8.995000821785936,10.277310580000584,10.202540729926591,10.971079342947732,11.296230969237753
1980-06-07,8.639912758985307,8.24709171180994,8.176779289146571,8.095446662844092,9.3494317178318,9.609475034022845,10.12000754721469,9.093020337277517,10.125013943444857,10.712365169982279
1980-06-08,4.915164130131869,5.1161961023820215,3.461525187619664,5.211078597313856,5.123155952886376,4.372273358354124,2.2755696609099623,0.15940052141236724,5.122840130182411,4.774127854750094
1980-06-09,10.08961931791504,8.54927351600652,6.628100221121705,7.8555291196612895,9.452045380658225,9.7300672214812,9.925049345183156,7.911766468064468,7.883786080850184,9.397228654754642
1980-06-10,6.043490531533944,6.407741312574235,6.084489167791357,6.268080826506012,5.938413644814775,6.029273296638843,7.365087551165499,8.907239029626046,9.702016733707083,9.655683281796673
1980-06-11,7.822882278088402,6.984644842784562,6.3349457388093855,6.592527137712217,8.232604864820201,8.511791698222346,8.839671047650166,8.480263670650594,7.968641364800403,7.862918488791777
1980-06-12,8.564858386024753,8.061709580632913,7.7855254502489775,8.06176062755693,7.940584665932694,7.927973448878226,8.313320066914942,8.117905959644892,9.22788117952609,9.648889654176658
1980-06-13,7.1231652572638575,6.821345686226997,6.819756071402242,6.643034499061995,7.996760642625955,8.09230193288438,7.762051772959473,6.958586034291957,8.648908550592882,9.252248364920883
1980-06-14,7.942211041738481,7.439130367446955,7.069826200363134,7.194956431364925,7.671738769107648,7.929404777493443,8.312318413301368,8.194674739339757,7.210157866512934,6.592535331970991
1980-06-15,10.128462792128241,9.781609761431461,9.279119116682274,9.720376573644522,10.328632664883072,10.333902871682588,11.137947519478116,10.897252188020957,10.548958097984805,11.952592542033877
1980-06-16,5.145886467136559,5.436136687348869,5.675585688782749,5.648297287583892,6.6267677756523815,6.565939442835803,6.734930758779977,6.256184119965142,7.987281588322755,7.5730090023180265
1980-06-17,6.967145988318251,6.479885962221871,6.303002403702175,6.236545068998319,7.554902822896201,7.885052945194321,9.515016174502339,9.87610913728089,8.767734729296967,8.394165453878454
1980-06-18,9.584207538385984,9.007352088644376,8.600345348828535,8.517178717231879,8.577754831733207,8.387265288421252,8.42070469068337,7.713932390494873,7.631959546925998,10.09561306136836
1980-06-19,9.412630285449806,8.399128737960478,8.033357211902336,8.059874975953782,9.256915432985469,9.220561664968875,9.105230062726806,7.836959548498871,7.53437053322377,6.560541834126769
1980-06-20,6.2946806739384185,6.07851042002305,5.981092771159004,6.007705332848717,6.171774446000264,6.147245030837187,6.561596467337154,6.36673982229435,6.7094903286265,9.321812037874867
1980-06-21,7.445019786078157,6.488798908237377,6.011536904119872,5.869996557775445,5.563311346185953,5.404385317113599,5.649994883699505,5.932524654070497,7.740398702295647,7.252343960479107
1980-06-22,7.119174080577823,6.6034835535471945,6.637553821328451,6.351530944360448,6.509290559099202,6.443578577274311,6.396023709256515,6.448565390336343,7.097676126207492,7.844705733225565
1980-06-23,6.914872514780131,6.48082081775223,6.29715130955094,6.253122027558824,7.357720850423613,7.6688318809156,7.994753939620629,6.973020203503009,7.287065712097918,7.868089964102099
1980-06-24,8.56593592773636,7.581969634791319,7.79922985021002,7.219146406469197,7.1914833655819415,7.127326999846167,7.308801409073996,7.257987841213156,8.189058762999744,8.645006924094226
1980-06-25,7.311236624710789,7.106663882335594,7.2594537260070195,6.9483634768112,6.581776426750729,6.570017520018279,6.636433224549186,5.88973003507489,6.929476597535294,8.390704404986026
1980-06-26,6.010430968233747,5.594184451726536,5.96562747274914,5.430010782478051,5.596804093367121,5.676003521144569,6.213139726031589,6.634993193614993,8.299430306895587,9.638252261623087
1980-06-27,9.942587179465763,8.938962786855619,8.75028363938934,8.333055392474513,8.20767162256484,8.082411935274076,9.012374432575859,8.486539241692526,8.79328984158633,9.342649938843635
1980-06-28,7.679726718050062,7.303130733777578,7.650188239973344,6.983828748291536,6.2299890165614435,5.952209514435187,4.949064058928527,4.26430389631501,6.859653571349021,8.31256442589529
1980-06-29,6.480513389096734,5.473171104252165,5.263256121068071,4.925939885898752,4.493601204659091,4.191892647167725,4.450658843464912,4.197652739987197,7.148679263743766,8.978156879607173
1980-06-30,4.20299092520315,4.9623646621769995,6.024549918197737,5.222417868915318,5.931559895534193,6.177329600356492,6.969174891256525,7.226402485277667,3.767788566326538,5.735669740765462
1980-07-01,4.855961246359304,5.996952051332155,6.574409181513407,5.9367124618072085,6.990911209076782,6.987664833312279,8.001167373709835,7.162924067118099,3.157234661500227,4.492681063676595
1980-07-02,2.893362170000001,5.948120800000002,6.553380891999998,6.50833315,7.766000440000001,8.0245,8.599941460000002,8.64628237,9.297058100000001,9.687893600000002
1980-07-03,7.174955540000001,6.941945600000006,6.33718329999999,6.367500329999984,8.899111600000001,8.698571570000004,8.774912300000002,7.998975160000006,6.881666200000009,7.645157539999986
1980-07-04,6.764513360000001,6.576912700000003,6.307183299999999,6.164166630000003,6.967111269999982,6.94335675,7.185906160000007,7.272435039999992,6.743639779999987,6.3491033600000035
